TRAVEL_ID,TRAVEL_NM,TRAVELER_ID,TRAVEL_PURPOSE,TRAVEL_START_YMD,TRAVEL_END_YMD,MVMN_NM,TRAVEL_PERSONA,TRAVEL_MISSION,TRAVEL_MISSION_CHECK
e_e000005,E02,e000005,5;2;23,2023-04-29,2023-05-03,,충청권 방문/충청권 거주/39세 이하/부부/일반미션,5;2;23,5;2;23
e_e000043,E03,e000043,10;12;21;27,2023-04-28,2023-05-01,,충남 방문/거주지 구분 없음/39세 이하/특별미션,10;12;21;27,4;6;2
e_e000191,G06,e000191,21,2023-04-28,2023-05-01,,충남 방문/거주지 구분 없음/39세 이하/특별미션,21,24;13;27
e_e000316,E01,e000316,21;22;24;26;6,2023-05-27,2023-05-30,대중교통 등,충청권 방문/충청권 외 거주/39세 이하/커플/일반미션,21;22;24;26;6,22;26;6
e_e000668,E02,e000668,2,2023-05-20,2023-05-21,자가용,충청권 방문/충청권 거주/39세 이하/3대 동반 여행/일반미션,2,2;1;4
e_e001033,E03,e001033,21;22;24;26;27,2023-05-27,2023-05-28,자가용,충청권 방문/충청권 외 거주/39세 이하/커플/일반미션,21;22;24;26;27,13;21;22
e_e001240,E03,e001240,1;22;4;9,2023-06-04,2023-06-05,자가용,충청권 방문/충청권 외 거주/39세 이하/나홀로 여행/일반미션,1;22;4;9,23;6;2
e_e001423,G06,e001423,21,2023-05-29,2023-05-30,자가용,충남 방문/거주지 구분 없음/40세 이상/특별미션,21,21;1;6
e_e001579,E01,e001579,1;2;3;4;5,2023-06-07,2023-06-11,대중교통 등,충청권 방문/충청권 거주/39세 이하/부부/일반미션,1;2;3;4;5,6;2;1
e_e002195,G04,e002195,1;23,2023-06-04,2023-06-05,대중교통 등,충청권 방문/충청권 외 거주/39세 이하/커플/일반미션,1;23,1;26;3
e_e003226,G06,e003226,1;10;21;22;3,2023-07-01,2023-07-03,대중교통 등,충청권 방문/충청권 외 거주/40세 이상/부부/일반미션,1;10;21;22;3,10;3;1
e_e004870,E03,e004870,11;12;21;3,2023-07-10,2023-07-13,자가용,충북 방문/거주지 구분 없음/40세 이상/특별미션,11;12;21;3,21;11;8
e_e004944,E03,e004944,1;21;22;26;27,2023-07-09,2023-07-10,자가용,충청권 방문/충청권 거주/39세 이하/부부/일반미션,1;21;22;26;27,4;22;1
e_e007408,G05,e007408,2;22,2023-08-19,2023-08-20,자가용,충청권 방문/충청권 외 거주/39세 이하/커플/일반미션,2;22,2;22;24
e_e011214,G06,e011214,1;13;22;3;6,2023-08-25,2023-08-26,대중교통 등,충청권 방문/충청권 외 거주/39세 이하/커플/일반미션,1;13;22;3;6,6;1;2
e_e013132,G06,e013132,2;21;22;26;3,2023-09-09,2023-09-10,,충남 방문/거주지 구분 없음/39세 이하/특별미션,2;21;22;26;3,22;21;26
e_e013143,G04,e013143,22;4;6,2023-09-23,2023-09-24,,대전 방문/거주지 구분 없음/39세 이하/특별미션,22;4;6,6;22;3
e_e013144,G04,e013144,2;3;4;6;9,2023-09-23,2023-09-24,,대전 방문/거주지 구분 없음/40세 이상/특별미션,2;3;4;6;9,2;9;1
e_e013149,G05,e013149,21;22;24;26;5,2023-09-24,2023-09-25,,충북 방문/거주지 구분 없음/39세 이하/특별미션,21;22;24;26;5,21;27;24
e_e013179,G06,e013179,1;21;22;3;7,2023-09-24,2023-09-25,,충남 방문/거주지 구분 없음/39세 이하/특별미션,1;21;22;3;7,3;1;21
e_e013184,G04,e013184,22;26;4,2023-09-23,2023-09-24,,충청권 방문/충청권 외 거주/40세 이상/커플/일반미션,22;26;4,1;4;22
e_e013188,G06,e013188,2;21;22;26;3,2023-09-23,2023-09-24,,충남 방문/거주지 구분 없음/39세 이하/특별미션,2;21;22;26;3,21;22;6
e_e013282,G06,e013282,2;22;26;4;6,2023-09-27,2023-09-28,,충청권 방문/충청권 외 거주/39세 이하/커플/일반미션,2;22;26;4;6,2;6;4
f_f000001,G06,f000001,11;9,2023-04-29,2023-05-02,,충청권 방문/충청권 외 거주/39세 이하/자녀동반/일반미션,11;9,8;9;11
f_f000004,G03,f000004,8;3;22,2023-04-29,2023-05-02,,전라권 방문/호남권 외 거주/39세 이하/자녀동반/일반미션,8;3;22,3;8;5
f_f000030,G06,f000030,21,2023-04-28,2023-05-01,,충남 방문/거주지 구분 없음/40세 이상/특별미션,21,9;21;22
f_f001718,G05,f001718,2;28;3,2023-06-01,2023-06-03,자가용,충청권 방문/충청권 외 거주/39세 이하/나홀로 여행/일반미션,2;28;3,28;3;5
f_f002508,G03,f002508,22;23,2023-06-07,2023-06-09,자가용,전남 방문/거주지 구분 없음/39세 이하/특별미션,22;23,22;23;26
f_f008573,G06,f008573,1;6,2023-08-24,2023-08-25,,충청권 방문/충청권 외 거주/40세 이상/나홀로 여행/일반미션,1;6,6;3;2
f_f009789,G03,f009789,22;4,2023-08-25,2023-08-27,자가용,전라권 방문/호남권 외 거주/39세 이하/커플/일반미션,22;4,4;22;2
f_f015537,G06,f015537,1;22;5,2023-09-03,2023-09-04,,충청권 방문/충청권 외 거주/40세 이상/나홀로 여행/일반미션,1;22;5,5;9;21
f_f015541,G06,f015541,21;4;6;7;9,2023-09-02,2023-09-03,,충청권 방문/충청권 외 거주/39세 이하/커플/일반미션,21;4;6;7;9,22;26;6
f_f016471,G05,f016471,12;13;22;3;6,2023-09-16,2023-09-17,자가용,충청권 방문/충청권 외 거주/40세 이상/자녀동반/일반미션,12;13;22;3;6,3;6;26
f_f016830,G04,f016830,1;2;28,2023-09-26,2023-09-27,,충청권 방문/충청권 외 거주/39세 이하/나홀로 여행/일반미션,1;2;28,3;1;24
g_g000003,G02,g000003,4;12,2023-04-30,2023-05-02,,전라권 방문/호남권 외 거주/39세 이하/커플/일반미션,4;12,21;2;4
g_g000004,G05,g000004,21;3,2023-04-30,2023-05-02,,충청권 방문/충청권 외 거주/39세 이하/부모 동반/일반미션,21;3,21;3;27
g_g000005,G04,g000005,5;6;2,2023-04-28,2023-05-01,,충청권 방문/충청권 외 거주/39세 이하/나홀로 여행/일반미션,5;6;2,5;6;2
g_g000009,G05,g000009,8,2023-04-29,2023-05-01,,충청권 방문/충청권 외 거주/39세 이하/부부/일반미션,8,8;9;1
g_g000010,G02,g000010,5,2023-04-28,2023-04-30,,전라권 방문/호남권 외 거주/40세 이상/나홀로 여행/일반미션,5,5;23;1
g_g000014,G04,g000014,21,2023-04-28,2023-04-29,,대전 방문/거주지 구분 없음/40세 이상/특별미션,21,21;22;27
g_g000016,G02,g000016,22;3,2023-04-29,2023-05-02,,전라권 방문/호남권 외 거주/40세 이상/커플/일반미션,22;3,22;3;4
g_g000017,G06,g000017,2,2023-04-30,2023-05-01,,충청권 방문/충청권 거주/40세 이상/커플/일반미션,2,2;22;24
g_g000023,G05,g000023,4;6;22,2023-04-28,2023-04-30,,충북 방문/거주지 구분 없음/39세 이하/특별미션,4;6;22,22;6;21
g_g000025,G06,g000025,1,2023-04-30,2023-05-02,,충청권 방문/충청권 외 거주/40세 이상/자녀동반/일반미션,1,9;6;4
g_g000026,G02,g000026,11;22;3;4;9,2023-04-29,2023-05-02,,전라권 방문/호남권 외 거주/39세 이하/자녀동반/일반미션,11;22;3;4;9,3;22;6
g_g000191,G02,g000191,3;4;22;2,2023-05-28,2023-05-30,대중교통 등,전북 방문/거주지 구분 없음/39세 이하/특별미션,3;4;22;2,3;13;22
g_g000195,G06,g000195,11;26;5,2023-05-27,2023-05-28,자가용,충청권 방문/충청권 거주/39세 이하/커플/일반미션,11;26;5,26;11;24
g_g000198,G02,g000198,23;27;22,2023-05-28,2023-05-30,자가용,전북 방문/거주지 구분 없음/39세 이하/특별미션,23;27;22,22;26;24
g_g000204,G03,g000204,2;4;5;6;7,2023-05-27,2023-05-30,자가용,전라권 방문/호남권 외 거주/39세 이하/커플/일반미션,2;4;5;6;7,22;2;7
g_g000206,G01,g000206,22;28;9,2023-05-19,2023-05-23,대중교통 등,광주 방문/거주지 구분 없음/40세 이상/특별미션,22;28;9,9;22;28
g_g000208,G03,g000208,1;21;22;24;3,2023-06-10,2023-06-11,자가용,전라권 방문/호남권 거주/39세 이하/커플/일반미션,1;21;22;24;3,3;22;26
g_g000210,G01,g000210,1;4;11;2;22;9;6;23,2023-05-19,2023-05-22,대중교통 등,전라권 방문/호남권 외 거주/39세 이하/커플/일반미션,1;4;11;2;22;9;6;23,9;1;22
g_g000215,G04,g000215,2;22;24;3;6,2023-05-20,2023-05-22,자가용,충청권 방문/충청권 외 거주/39세 이하/부부/일반미션,2;22;24;3;6,9;6;22
g_g000220,G02,g000220,21;22;28,2023-05-26,2023-05-29,자가용,전북 방문/거주지 구분 없음/39세 이하/특별미션,21;22;28,21;22;28
g_g000225,G03,g000225,2;6;9;22,2023-05-27,2023-05-29,자가용,전라권 방문/호남권 거주/39세 이하/3대 동반 여행/일반미션,2;6;9;22,9;2;22
g_g000226,G02,g000226,2;6;26;22;24,2023-06-03,2023-06-05,자가용,전라권 방문/호남권 외 거주/39세 이하/커플/일반미션,2;6;26;22;24,3;4;22
g_g000229,G05,g000229,8,2023-05-20,2023-05-22,자가용,충청권 방문/충청권 외 거주/39세 이하/나홀로 여행/일반미션,8,1;8;26
g_g000230,G03,g000230,13;2;24;9,2023-05-26,2023-05-30,자가용,전라권 방문/호남권 외 거주/40세 이상/나홀로 여행/일반미션,13;2;24;9,13;22;1
g_g000231,G04,g000231,1;2;22;6;9,2023-05-27,2023-05-29,자가용,대전 방문/거주지 구분 없음/39세 이하/특별미션,1;2;22;6;9,22;1;21
g_g000233,G03,g000233,1;22;4;7,2023-06-03,2023-06-05,자가용,전라권 방문/호남권 거주/39세 이하/커플/일반미션,1;22;4;7,1;3;4
g_g000234,G06,g000234,1;10;2;22;5,2023-05-19,2023-05-22,자가용,충청권 방문/충청권 외 거주/40세 이상/자녀동반/일반미션,1;10;2;22;5,11;10;21
g_g000235,G03,g000235,10;3;4;6;9,2023-05-26,2023-05-29,대중교통 등,전남 방문/거주지 구분 없음/39세 이하/특별미션,10;3;4;6;9,3;4;6
g_g000236,G03,g000236,21;3,2023-05-17,2023-05-18,자가용,전남 방문/거주지 구분 없음/40세 이상/특별미션,21;3,3;21;13
g_g000237,G05,g000237,5;27;22;21,2023-05-27,2023-05-30,자가용,충청권 방문/충청권 외 거주/40세 이상/3대 동반 여행/일반미션,5;27;22;21,5;21;27
g_g000239,G02,g000239,12;22;24;26;3,2023-05-23,2023-05-26,대중교통 등,전라권 방문/호남권 외 거주/40세 이상/나홀로 여행/일반미션,12;22;24;26;3,3;12;22
g_g000240,G03,g000240,1;21;22;6;9,2023-05-29,2023-05-31,대중교통 등,전라권 방문/호남권 외 거주/40세 이상/커플/일반미션,1;21;22;6;9,12;21;22
g_g000242,G03,g000242,12;2;22;3;6,2023-05-27,2023-05-30,자가용,전남 방문/거주지 구분 없음/40세 이상/특별미션,12;2;22;3;6,2;3;6
g_g000248,G04,g000248,1;6,2023-06-03,2023-06-04,자가용,충청권 방문/충청권 거주/40세 이상/자녀동반/일반미션,1;6,1;2;11
g_g000249,G02,g000249,2;5;6;8;9,2023-05-27,2023-05-30,자가용,전라권 방문/호남권 외 거주/39세 이하/자녀동반/일반미션,2;5;6;8;9,11;8;22
g_g000250,G05,g000250,1;6,2023-06-04,2023-06-05,자가용,충청권 방문/충청권 거주/40세 이상/자녀동반/일반미션,1;6,1;6;11
g_g000251,G03,g000251,22;27;28;6;8,2023-06-04,2023-06-06,자가용,전라권 방문/호남권 거주/39세 이하/3대 동반 여행/일반미션,22;27;28;6;8,8;11;22
g_g000252,G02,g000252,10;2;26;5,2023-05-20,2023-05-21,자가용,전북 방문/거주지 구분 없음/39세 이하/특별미션,10;2;26;5,2;11;10
g_g000256,G02,g000256,11;21;22;24;28,2023-06-02,2023-06-04,자가용,전라권 방문/호남권 외 거주/39세 이하/커플/일반미션,11;21;22;24;28,21;22;24
g_g000258,G06,g000258,1;11;2;27;9,2023-05-27,2023-05-30,자가용,충청권 방문/충청권 외 거주/39세 이하/자녀동반/일반미션,1;11;2;27;9,2;27;1
g_g000259,G04,g000259,1;11;21;22;26,2023-05-27,2023-05-29,자가용,대전 방문/거주지 구분 없음/40세 이상/특별미션,1;11;21;22;26,11;10;21
g_g000260,G02,g000260,11;3,2023-06-01,2023-06-05,자가용,전라권 방문/호남권 외 거주/40세 이상/자녀동반/일반미션,11;3,3;11;9
g_g000262,G03,g000262,3;4;6;21;22;12;27;28,2023-05-17,2023-05-20,대중교통 등,전라권 방문/호남권 외 거주/39세 이하/나홀로 여행/일반미션,3;4;6;21;22;12;27;28,3;4;12
g_g000264,G03,g000264,2;23;4,2023-06-06,2023-06-09,자가용,전라권 방문/호남권 외 거주/39세 이하/자녀동반/일반미션,2;23;4,2;4;23
g_g000265,G02,g000265,11;2;4;9,2023-05-27,2023-05-30,자가용,전라권 방문/호남권 외 거주/40세 이상/3대 동반 여행/일반미션,11;2;4;9,2;6;10
g_g000269,G06,g000269,10;11;3;4,2023-05-17,2023-05-21,자가용,충청권 방문/충청권 외 거주/39세 이하/자녀동반/일반미션,10;11;3;4,2;11;22
g_g000270,G02,g000270,11;3;4;5;6,2023-06-03,2023-06-07,대중교통 등,전북 방문/거주지 구분 없음/39세 이하/특별미션,11;3;4;5;6,3;27;21
g_g000280,G03,g000280,24,2023-05-21,2023-05-22,자가용,전남 방문/거주지 구분 없음/39세 이하/특별미션,24,24;22;4
g_g000284,G02,g000284,11,2023-05-28,2023-05-29,자가용,전라권 방문/호남권 거주/40세 이상/3대 동반 여행/일반미션,11,2;11;22
g_g000285,G02,g000285,1;21;4;7,2023-05-27,2023-05-29,대중교통 등,전라권 방문/호남권 외 거주/39세 이하/3인 이상 친구/일반미션,1;21;4;7,1;4;7
g_g000286,G04,g000286,1,2023-05-28,2023-05-29,자가용,충청권 방문/충청권 거주/40세 이상/나홀로 여행/일반미션,1,1;4;22
g_g000287,G04,g000287,2;5;6,2023-05-27,2023-05-29,자가용,충청권 방문/충청권 외 거주/39세 이하/자녀동반/일반미션,2;5;6,4;11;6
g_g000290,G06,g000290,1;22;27;3;6,2023-06-04,2023-06-06,자가용,충청권 방문/충청권 외 거주/39세 이하/커플/일반미션,1;22;27;3;6,1;3;22
g_g000296,G05,g000296,4;6;8;2;3;1;5;9;10;12;13;21;22;24;26;27;23,2023-05-31,2023-06-03,자가용,충청권 방문/충청권 외 거주/39세 이하/커플/일반미션,4;6;8;2;3;1;5;9;10;12;13;21;22;24;26;27;23,6;8;12
g_g000298,G06,g000298,22;23;3;4,2023-05-25,2023-05-28,자가용,충청권 방문/충청권 외 거주/39세 이하/3인 이상 친구/일반미션,22;23;3;4,3;22;12
g_g000299,G06,g000299,1;10;21;26,2023-05-21,2023-05-24,자가용,충청권 방문/충청권 외 거주/40세 이상/3대 동반 여행/일반미션,1;10;21;26,21;22;26
g_g000301,G02,g000301,12;13;3;4;5,2023-06-04,2023-06-07,대중교통 등,전라권 방문/호남권 외 거주/39세 이하/부부/일반미션,12;13;3;4;5,3;5;4
g_g000305,G04,g000305,1;10;2;21;4,2023-05-19,2023-05-22,자가용,충청권 방문/충청권 외 거주/39세 이하/자녀동반/일반미션,1;10;2;21;4,6;2;11
g_g000306,G06,g000306,11;8;3;22;24,2023-05-20,2023-05-22,자가용,충청권 방문/충청권 외 거주/39세 이하/3인 이상 친구/일반미션,11;8;3;22;24,8;24;11
g_g000308,G02,g000308,2;22;26;6,2023-05-27,2023-05-29,자가용,전북 방문/거주지 구분 없음/39세 이하/특별미션,2;22;26;6,22;4;21
g_g000309,G06,g000309,3;8;11;22,2023-05-26,2023-05-29,자가용,충남 방문/거주지 구분 없음/40세 이상/특별미션,3;8;11;22,3;8;11
g_g000311,G02,g000311,2;26;3;4;5,2023-06-03,2023-06-06,자가용,전라권 방문/호남권 외 거주/40세 이상/자녀동반/일반미션,2;26;3;4;5,6;3;23
g_g000312,G07,g000312,1;21;22;5;6,2023-05-28,2023-05-30,자가용,충청권 방문/충청권 거주/40세 이상/나홀로 여행/일반미션,1;21;22;5;6,3;23;24
g_g000313,G04,g000313,1;26;22;7;4,2023-05-19,2023-05-22,대중교통 등,대전 방문/거주지 구분 없음/39세 이하/특별미션,1;26;22;7;4,1;22;26
g_g000314,G01,g000314,1;23;4;5;9,2023-05-19,2023-05-21,자가용,광주 방문/거주지 구분 없음/40세 이상/특별미션,1;23;4;5;9,5;6;1
g_g000316,G02,g000316,1;11;2;3;5,2023-05-27,2023-05-29,자가용,전라권 방문/호남권 외 거주/39세 이하/자녀동반/일반미션,1;11;2;3;5,5;11;3
g_g000318,G02,g000318,13;28;21;27;27;12,2023-05-18,2023-05-21,자가용,전라권 방문/호남권 외 거주/40세 이상/자녀동반/일반미션,13;28;21;27;27;12,3;21;27
g_g000319,G04,g000319,1;2;23;26;22;24,2023-05-20,2023-05-22,대중교통 등,충청권 방문/충청권 외 거주/39세 이하/부부/일반미션,1;2;23;26;22;24,1;22;6
g_g000320,G02,g000320,11;2;27,2023-05-27,2023-05-30,자가용,전북 방문/거주지 구분 없음/40세 이상/특별미션,11;2;27,3;11;27
g_g000321,G06,g000321,1;4;7;21;25,2023-05-26,2023-05-29,자가용,충청권 방문/충청권 외 거주/39세 이하/3인 이상 친구/일반미션,1;4;7;21;25,1;24;21
g_g000322,G03,g000322,1;2;21;7,2023-05-19,2023-05-22,대중교통 등,전라권 방문/호남권 외 거주/39세 이하/자녀동반/일반미션,1;2;21;7,1;21;27
g_g000328,G03,g000328,1;2;22;6;7,2023-06-03,2023-06-07,자가용,전라권 방문/호남권 외 거주/39세 이하/3인 이상 친구/일반미션,1;2;22;6;7,22;5;1
g_g000334,G05,g000334,1;11;22;3;4,2023-06-10,2023-06-12,자가용,충청권 방문/충청권 외 거주/40세 이상/자녀동반/일반미션,1;11;22;3;4,6;21;24
g_g000336,G02,g000336,1;11;3;6;8,2023-05-15,2023-05-18,자가용,전북 방문/거주지 구분 없음/39세 이하/특별미션,1;11;3;6;8,8;11;6
g_g000338,G05,g000338,1;27;28;3;6,2023-05-26,2023-05-29,자가용,충북 방문/거주지 구분 없음/40세 이상/특별미션,1;27;28;3;6,3;4;1
g_g000339,G06,g000339,2;21;5;8;9,2023-05-20,2023-05-23,자가용,충청권 방문/충청권 외 거주/39세 이하/부부/일반미션,2;21;5;8;9,8;21;24
g_g000341,G06,g000341,21;22;24;26;8,2023-05-19,2023-05-22,자가용,충청권 방문/충청권 외 거주/39세 이하/커플/일반미션,21;22;24;26;8,21;24;22
g_g000345,G03,g000345,1;2;23;6;7,2023-05-19,2023-05-21,대중교통 등,전라권 방문/호남권 외 거주/39세 이하/커플/일반미션,1;2;23;6;7,23;7;6
g_g000346,G06,g000346,2;22;26;27;6,2023-06-04,2023-06-05,자가용,충남 방문/거주지 구분 없음/40세 이상/특별미션,2;22;26;27;6,2;22;24
g_g000348,G06,g000348,1;22;26;3;6,2023-05-20,2023-05-22,대중교통 등,충남 방문/거주지 구분 없음/39세 이하/특별미션,1;22;26;3;6,3;22;6
g_g000351,G03,g000351,1;27;6,2023-06-07,2023-06-10,자가용,전남 방문/거주지 구분 없음/39세 이하/특별미션,1;27;6,2;1;27
g_g000354,G05,g000354,23;24;3;4;9,2023-06-06,2023-06-08,자가용,충청권 방문/충청권 외 거주/39세 이하/3인 이상 친구/일반미션,23;24;3;4;9,2;3;1
g_g000357,G03,g000357,1;10;23;3;5,2023-05-17,2023-05-20,자가용,전남 방문/거주지 구분 없음/40세 이상/특별미션,1;10;23;3;5,3;12;13
g_g000361,G05,g000361,1;11;22,2023-05-21,2023-05-22,자가용,충청권 방문/충청권 거주/40세 이상/자녀동반/일반미션,1;11;22,11;1;24
g_g000365,G04,g000365,1;2,2023-05-21,2023-05-22,대중교통 등,충청권 방문/충청권 외 거주/39세 이하/커플/일반미션,1;2,1;2;4
g_g000367,G05,g000367,24,2023-05-20,2023-05-22,자가용,충북 방문/거주지 구분 없음/39세 이하/특별미션,24,1;2;22
g_g000374,G05,g000374,11;2;21;22;23,2023-05-27,2023-05-30,자가용,충청권 방문/충청권 외 거주/40세 이상/자녀동반/일반미션,11;2;21;22;23,23;11;2
g_g000378,G01,g000378,21;28,2023-05-18,2023-05-21,대중교통 등,광주 방문/거주지 구분 없음/39세 이하/특별미션,21;28,3;6;27
g_g000379,G06,g000379,24,2023-05-21,2023-05-22,자가용,충남 방문/거주지 구분 없음/40세 이상/특별미션,24,2;22;24
g_g000380,G06,g000380,3;12;11;6,2023-06-04,2023-06-07,자가용,충청권 방문/충청권 외 거주/40세 이상/자녀동반/일반미션,3;12;11;6,3;11;12
g_g000384,G06,g000384,2;3;5;6;8,2023-05-27,2023-05-30,자가용,충청권 방문/충청권 외 거주/39세 이하/3인 이상 친구/일반미션,2;3;5;6;8,21;8;2
g_g000387,G03,g000387,21,2023-05-20,2023-05-21,자가용,전남 방문/거주지 구분 없음/40세 이상/특별미션,21,21;9;1
g_g000389,G02,g000389,1;2;21;3,2023-05-16,2023-05-19,대중교통 등,전라권 방문/호남권 외 거주/39세 이하/나홀로 여행/일반미션,1;2;21;3,2;1;6
g_g000391,G05,g000391,11;22,2023-05-26,2023-05-30,자가용,충청권 방문/충청권 외 거주/39세 이하/3인 이상 친구/일반미션,11;22,6;10;26
g_g000392,G03,g000392,1;2;4;5;6;7;12;21;22;25;24;27;26,2023-05-27,2023-05-29,자가용,전남 방문/거주지 구분 없음/39세 이하/특별미션,1;2;4;5;6;7;12;21;22;25;24;27;26,25;4;22
g_g000393,G05,g000393,28,2023-06-03,2023-06-05,대중교통 등,충북 방문/거주지 구분 없음/40세 이상/특별미션,28,28;27;21
g_g000394,G05,g000394,11;21;22;5;9,2023-05-15,2023-05-18,자가용,충북 방문/거주지 구분 없음/40세 이상/특별미션,11;21;22;5;9,10;21;5
g_g000396,G01,g000396,22;3,2023-05-27,2023-05-29,자가용,광주 방문/거주지 구분 없음/40세 이상/특별미션,22;3,3;6;22
g_g000397,G06,g000397,12;3,2023-05-20,2023-05-22,자가용,충청권 방문/충청권 외 거주/39세 이하/자녀동반/일반미션,12;3,3;11;2
g_g000399,G03,g000399,2;22,2023-05-20,2023-05-21,자가용,전라권 방문/호남권 외 거주/39세 이하/부모 동반/일반미션,2;22,22;2;6
g_g000402,G01,g000402,21;22;3;4;6,2023-05-20,2023-05-21,대중교통 등,전라권 방문/호남권 외 거주/39세 이하/나홀로 여행/일반미션,21;22;3;4;6,6;3;4
g_g000404,G03,g000404,1;2;3;4;8,2023-06-03,2023-06-06,자가용,전남 방문/거주지 구분 없음/40세 이상/특별미션,1;2;3;4;8,3;11;9
g_g000405,G02,g000405,1;2;22;3;4,2023-05-22,2023-05-25,대중교통 등,전라권 방문/호남권 외 거주/39세 이하/나홀로 여행/일반미션,1;2;22;3;4,2;3;22
g_g000409,G03,g000409,2;3;23;22,2023-05-23,2023-05-26,대중교통 등,전남 방문/거주지 구분 없음/39세 이하/특별미션,2;3;23;22,2;23;22
g_g000410,G07,g000410,2,2023-06-02,2023-06-04,대중교통 등,충청권 방문/충청권 외 거주/39세 이하/자녀동반/일반미션,2,10;2;24
g_g000413,G03,g000413,12;21;22;27;28,2023-05-31,2023-06-04,대중교통 등,전라권 방문/호남권 외 거주/39세 이하/나홀로 여행/일반미션,12;21;22;27;28,12;22;28
g_g000414,G02,g000414,23;6,2023-05-19,2023-05-22,대중교통 등,전라권 방문/호남권 외 거주/39세 이하/커플/일반미션,23;6,6;23;3
g_g000418,G02,g000418,12;21;22;23;3,2023-05-24,2023-05-27,자가용,전라권 방문/호남권 외 거주/40세 이상/나홀로 여행/일반미션,12;21;22;23;3,23;26;3
g_g000419,G03,g000419,6;9,2023-05-19,2023-05-22,대중교통 등,전라권 방문/호남권 외 거주/39세 이하/나홀로 여행/일반미션,6;9,4;7;21
g_g000420,G05,g000420,11;21;26;27;6,2023-05-27,2023-05-28,자가용,충북 방문/거주지 구분 없음/39세 이하/특별미션,11;21;26;27;6,3;6;9
g_g000423,G05,g000423,2;3,2023-05-27,2023-05-29,자가용,충청권 방문/충청권 외 거주/40세 이상/3인 이상 친구/일반미션,2;3,3;2;6
g_g000425,G02,g000425,2;3;22;12;4;6,2023-05-20,2023-05-22,자가용,전라권 방문/호남권 외 거주/40세 이상/나홀로 여행/일반미션,2;3;22;12;4;6,2;22;12
g_g000427,G03,g000427,10;23;24;5;3,2023-05-28,2023-05-30,자가용,전라권 방문/호남권 외 거주/40세 이상/자녀동반/일반미션,10;23;24;5;3,23;5;3
g_g000429,G06,g000429,3;12;6;11;22;23,2023-05-20,2023-05-22,대중교통 등,충청권 방문/충청권 거주/39세 이하/나홀로 여행/일반미션,3;12;6;11;22;23,3;22;6
g_g000430,G06,g000430,22;23;6;9,2023-05-21,2023-05-23,자가용,충청권 방문/충청권 외 거주/39세 이하/나홀로 여행/일반미션,22;23;6;9,23;6;22
g_g000435,G06,g000435,1;11;5;6;8,2023-05-27,2023-05-30,자가용,충청권 방문/충청권 외 거주/39세 이하/자녀동반/일반미션,1;11;5;6;8,8;6;5
g_g000436,G02,g000436,4;4;4,2023-05-27,2023-05-30,자가용,전라권 방문/호남권 외 거주/39세 이하/나홀로 여행/일반미션,4;4;4,4;1;3
g_g000437,G04,g000437,2;6,2023-05-19,2023-05-21,자가용,충청권 방문/충청권 외 거주/40세 이상/3인 이상 친구/일반미션,2;6,2;6;21
g_g000440,G06,g000440,13;2;3;6;9,2023-05-27,2023-05-30,자가용,충남 방문/거주지 구분 없음/40세 이상/특별미션,13;2;3;6;9,3;6;9
g_g000441,G03,g000441,2;21;22;3;4,2023-05-20,2023-05-22,자가용,전라권 방문/호남권 거주/39세 이하/커플/일반미션,2;21;22;3;4,6;12;21
g_g000442,G02,g000442,22;4;6;8;9,2023-06-03,2023-06-06,대중교통 등,전라권 방문/호남권 외 거주/39세 이하/3인 이상 친구/일반미션,22;4;6;8;9,6;9;23
g_g000443,G05,g000443,11;22;3;4;6,2023-06-03,2023-06-05,자가용,충북 방문/거주지 구분 없음/40세 이상/특별미션,11;22;3;4;6,3;11;21
g_g000447,G01,g000447,5;7,2023-05-20,2023-05-22,대중교통 등,전라권 방문/호남권 거주/39세 이하/3인 이상 친구/일반미션,5;7,5;7;6
g_g000453,G02,g000453,6;3;1;23;22;26,2023-05-23,2023-05-26,자가용,전북 방문/거주지 구분 없음/40세 이상/특별미션,6;3;1;23;22;26,22;23;2
g_g000454,G02,g000454,21,2023-06-02,2023-06-04,자가용,전북 방문/거주지 구분 없음/40세 이상/특별미션,21,21;1;6
g_g000459,G05,g000459,3;21;22;27;5;6,2023-05-27,2023-05-30,자가용,충청권 방문/충청권 외 거주/40세 이상/자녀동반/일반미션,3;21;22;27;5;6,3;6;22
g_g000460,G05,g000460,1;2;21;22;23,2023-06-02,2023-06-04,자가용,충청권 방문/충청권 거주/39세 이하/자녀동반/일반미션,1;2;21;22;23,1;23;11
g_g000461,G03,g000461,13;27;4;9,2023-05-26,2023-05-29,대중교통 등,전라권 방문/호남권 거주/40세 이상/부모 동반/일반미션,13;27;4;9,13;27;10
g_g000464,G03,g000464,21,2023-05-17,2023-05-22,자가용,전남 방문/거주지 구분 없음/40세 이상/특별미션,21,21;3;11
g_g000466,G05,g000466,11;21;26;3,2023-06-03,2023-06-05,자가용,충청권 방문/충청권 외 거주/40세 이상/자녀동반/일반미션,11;21;26;3,21;26;11
g_g000469,G06,g000469,1;21;22;26;3,2023-06-09,2023-06-11,대중교통 등,충청권 방문/충청권 외 거주/39세 이하/커플/일반미션,1;21;22;26;3,21;22;5
g_g000471,G05,g000471,21;24;27;3;5,2023-06-03,2023-06-07,자가용,충청권 방문/충청권 외 거주/39세 이하/자녀동반/일반미션,21;24;27;3;5,11;22;9
